,P,Q,t
13778,21.384448998178502,8784.0,103.10.19
13792,28.241814900747617,7758.0,103.10.21
13807,26.83559735283873,14355.0,103.10.22
13822,23.61168581008775,14017.0,103.10.23
13837,21.25789877753499,16933.0,103.10.24
13852,20.153938508117136,19157.0,103.10.25
13865,20.847925457102672,17064.0,103.10.26
13883,22.20754716981132,7420.0,103.10.26
13897,26.1417473081641,7337.0,103.10.28
13912,24.530468986384268,16525.0,103.10.29
13927,22.419526341227645,16552.0,103.10.30
13942,20.60069110066277,17653.0,103.10.31
13957,18.15820865848203,20119.0,103.11.01
13971,18.63099834528406,19943.0,103.11.02
13988,21.0,10113.0,103.11.02
14002,22.15640823675031,8887.0,103.11.04
14017,18.99909202585056,18723.0,103.11.05
14032,14.15248518011856,21930.0,103.11.06
14047,12.183914902077742,20118.0,103.11.07
14062,11.463253109352284,18573.0,103.11.08
14075,11.409373944103876,20717.0,103.11.09
14093,11.5095397324941,10168.0,103.11.09
14107,13.337601326455417,10856.0,103.11.11
14122,12.168245096517104,19323.0,103.11.12
14137,10.523496191907157,19301.0,103.11.13
14152,11.281430563857342,20076.0,103.11.14
14167,11.373478760045924,17420.0,103.11.15
14181,10.44271065537227,17944.0,103.11.16
14198,10.543108744624206,9766.0,103.11.16
14212,13.373187885747091,6967.0,103.11.18
14227,12.219400924425235,16659.0,103.11.19
14242,11.418953530918404,19131.0,103.11.20
14257,11.463443189135395,17083.0,103.11.21
14272,11.028394899434732,15214.0,103.11.22
14285,10.979110207768745,17712.0,103.11.23
14303,11.283967659238808,10142.0,103.11.23
14317,12.780684104627769,8946.0,103.11.25
